"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender Type","Age","Age Bracket Type","Highest Qualification Held","Qualification_type","Value","Value_type","Numerator","Denominator","Upper 95%","Lower 95%"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","76.7","%","1028483","1340827","78.7","74.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","64.6","%","192074.5","297412","69.4","59.8"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","57.3","%","166943.5","291172","62.3","52.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","51.5","%","91011","176578","57.8","45.3"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","53.2","%","171873","322854","57.8","48.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","25.5","%","77635","304233","29.6","21.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","63.2","%","1730442","2738677","64.7","61.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","83.1","%","2121683","2551876","84.5","81.8"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","73","%","412668","564966.5","76.3","69.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","64.1","%","358070","558297.5","67.7","60.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","61.8","%","225230","364168","66.2","57.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","68.2","%","445332","653322","71.2","65.1"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","43.7","%","264572","605980","47","40.3"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","72.2","%","3832980","5309980","73.3","71.1"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","88.6","%","1185842","1338763","90.5","86.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","80.1","%","200280","250089","85.7","74.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","64.8","%","146648","226178","71.5","58.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","65.4","%","108805","166475","73.3","57.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","81.8","%","235523","287903","86.7","76.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","51.8","%","111131","214366","59.1","44.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","79.9","%","1991520","2491810","81.7","78.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","77.5","%","1127286","1453778","79.8","75.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","71.4","%","214306","300194.5","76.9","65.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","52","%","134786","259082.5","58.4","45.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","47","%","76723","163181","55.1","39"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","57.9","%","171068","295669","63.8","51.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","27.8","%","65060","234281","33.7","21.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","66","%","1789528","2711486","67.9","64.1"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","82.8","%","2313128","2792541","84.4","81.3"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","75.3","%","414586","550283.5","79.3","71.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2020","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","58","%","281434","485260.5","62.6","53.3"
