"Measure_Type","Employment_type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","Value_type","confidence_interval","Numerator","Denominator","Samp_size"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","London","Men","91.8","%","2.2","434800","473900","1503"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","London","Women","7.7","%","2.1","32400","423700","1517"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","London","Women","92.2","%","2.1","390800","423700","1517"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","North East","All","19.1","%","8.5","4600","24000","204"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","North East","All","80.9","%","8.5","19400","24000","204"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","North East","Men","20.1","%","11.9","2900","14500","108"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","North East","Men","79.9","%","11.9","11600","14500","108"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","North East","Women","17.5","%","12","1700","9500","96"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","North East","Women","82.5","%","12","7900","9500","96"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","North West","All","10.3","%","3.2","15800","153100","843"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","North West","All","89.5","%","3.3","137000","153100","843"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","North West","Men","9.4","%","4.2","8300","89000","471"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","North West","Men","90.6","%","4.2","80700","89000","471"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","North West","Women","11.6","%","5.1","7400","64000","372"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","North West","Women","87.9","%","5.2","56300","64000","372"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","Scotland","All","11.1","%","5.5","5000","44600","312"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","Scotland","All","88.6","%","5.6","39500","44600","312"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","Scotland","Men","12.1","%","8","2800","23300","158"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","Scotland","Men","87.9","%","8","20500","23300","158"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","Scotland","Women","10","%","7.5","2100","21300","154"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","Scotland","Women","89.3","%","7.7","19000","21300","154"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","South East","All","9.4","%","2.6","18800","199500","1191"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","South East","All","90.3","%","2.7","180200","199500","1191"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","South East","Men","9","%","3.6","9500","105600","622"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","South East","Men","91","%","3.6","96100","105600","622"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","South East","Women","9.8","%","3.9","9200","93900","569"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","South East","Women","89.6","%","4","84100","93900","569"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","South West","All","9.8","%","5.1","6200","63100","324"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","South West","All","89.7","%","5.2","56600","63100","324"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","South West","Men","10.2","%","7.5","3100","30600","154"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","South West","Men","88.7","%","7.9","27200","30600","154"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","South West","Women","9.4","%","6.9","3100","32500","170"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","South West","Women","90.6","%","6.9","29400","32500","170"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","Wales","All","11.1","%","6","2900","26400","266"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","Wales","All","88.7","%","6","23400","26400","266"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","Wales","Men","12.5","%","8.5","1900","15100","144"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","Wales","Men","87.5","%","8.5","13200","15100","144"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","Wales","Women","9.3","%","8.1","1100","11300","122"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","Wales","Women","90.2","%","8.4","10200","11300","122"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","West Midlands","All","7.4","%","2.6","16800","227400","1005"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","West Midlands","All","92.4","%","2.6","210100","227400","1005"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","West Midlands","Men","7.7","%","3.5","10400","134800","561"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","West Midlands","Men","92.1","%","3.5","124200","134800","561"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","West Midlands","Women","6.9","%","3.7","6400","92600","444"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","West Midlands","Women","92.8","%","3.8","85900","92600","444"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","Yorkshire and The Humber","All","13.7","%","4.8","16300","118800","494"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","Yorkshire and The Humber","All","86.3","%","4.8","102400","118800","494"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","Yorkshire and The Humber","Men","13.1","%","6.3","9000","68200","275"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","Yorkshire and The Humber","Men","86.9","%","6.3","59300","68200","275"
"Permanent and temporary employment","Temporary","Other than White","White and other","2006","Year","Yorkshire and The Humber","Women","14.6","%","7.4","7400","50500","219"
"Permanent and temporary employment","Permanent","Other than White","White and other","2006","Year","Yorkshire and The Humber","Women","85.4","%","7.4","43200","50500","219"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","All","All","8.5","%","2.5","23300","274200","1227"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","All","All","91.5","%","2.5","250900","274200","1227"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","All","Men","7.9","%","2.9","15100","190200","829"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","All","Men","92.1","%","2.9","175200","190200","829"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","All","Women","9.8","%","4.6","8300","84000","398"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","All","Women","90.2","%","4.6","75700","84000","398"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","East Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","East Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","East Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","East Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","East Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","East Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","East of England","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","East of England","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","East of England","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","East of England","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","London","All","10.4","%","5.4","9600","92700","301"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","London","All","89.6","%","5.4","83100","92700","301"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","London","Men","10.5","%","6.5","7000","66200","214"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","London","Men","89.5","%","6.5","59300","66200","214"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","London","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","London","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2006","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2006","Year","North East","Women","?","%","?","?","?","?"
