"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender Type","Age","Age Bracket Type","Highest Qualification Held","Qualification_type","Value_type","Value","Numerator","Denominator","Lower 95%","Upper 95%"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","5.1","30791","603773","3.7","6.5"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","3.8","21414","559897","2.6","5.1"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.7","282911","5001343","5.1","6.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","4.3","48129","1130823","3.2","5.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6.9","18349","264485","4.2","9.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","8.6","23189","270365","5.6","11.5"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","8","14292","177704","4.6","11.5"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","4","12969","324543","2.2","5.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","5.5","14335","260746","3.2","7.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.4","131923","2435367","4.6","6.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","5.1","62579","1218593","4.1","6.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6","17987.5","299844","3.7","8.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","6.8","18603.5","272721","4.3","9.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","6.8","13985","204922","4","9.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","4.1","11965","293487","2.3","5.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","3.6","10844","298355","2","5.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.2","135964","2591728","4.5","6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","4.7","110708","2349416","4","5.4"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6.4","36336.5","564329","4.7","8.2"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","7.7","41792.5","543086","5.8","9.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","7.4","28277","382626","5.2","9.6"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","4","24934","618030","2.8","5.3"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","4.5","25179","559101","3.1","5.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.3","267887","5027095","4.8","5.9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","4.1","47563","1170405","3","5.1"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6.3","16825","267067.5","3.6","9"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","5.9","15918","269834.5","3.4","8.4"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","7.3","12876","175797","3.9","10.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","4.8","16384","341852","2.8","6.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","3.9","11278","289019","2","5.8"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.8","121069","2524215","4.1","5.5"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","4.7","58010","1242566","3.7","5.7"
"% of individuals unemployed","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","5.8","16719.5","287468.5","3.5","8.2"
